,target,Categories,Nfreq,Vfreq,freq,NVratio,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
17465,equerry,['noun'],5,0,5,6.0,False,False,False,0,may_include_a_root,norel
17467,catch-crop,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17472,feeding-bottle,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
17478,mistress,['noun'],320,0,320,321.0,False,False,False,1,monomorphemic,norel
17480,monologue,['noun'],83,0,83,84.0,False,False,False,0,may_include_a_root,norel
17482,aisle,['noun'],174,0,174,175.0,False,False,False,1,monomorphemic,norel
17488,lout,['noun'],36,0,36,37.0,False,False,False,1,monomorphemic,norel
17490,well-head,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17495,Icelander,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17498,skinflint,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17499,playwright,['noun'],96,0,96,97.0,False,False,False,1,complex,norel
17501,toupee,['noun'],8,0,8,9.0,False,False,False,1,monomorphemic,norel
17503,massif,['noun'],15,0,15,16.0,False,False,False,1,zero_derivation,norel
17511,microdot,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
17513,hoof,['noun'],137,0,137,138.0,False,False,False,1,monomorphemic,norel
17514,payload,['noun'],18,0,18,19.0,False,False,False,2,complex,norel
17516,speck,['noun'],80,0,80,81.0,False,False,False,1,monomorphemic,norel
17520,hydrant,['noun'],13,0,13,14.0,False,False,False,0,obscure,norel
17524,interlude,['noun'],52,0,52,53.0,False,False,False,0,obscure,norel
17529,soothsayer,['noun'],8,0,8,9.0,False,False,False,0,obscure,norel
17530,inferno,['noun'],38,0,38,39.0,False,False,False,1,monomorphemic,norel
17537,villager,['noun'],179,0,179,180.0,False,False,False,1,complex,norel
17541,stocking,['noun'],208,0,208,209.0,False,False,False,0,obscure,norel
17542,cuirass,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
17544,chef,['noun'],60,0,60,61.0,False,False,False,1,monomorphemic,norel
17545,bondholder,['noun'],1,0,1,2.0,False,False,False,2,complex,norel
17556,bidder,['noun'],29,0,29,30.0,False,False,False,1,complex,norel
17562,chimneypiece,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17566,seamstress,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
17569,alibi,['noun'],70,0,70,71.0,False,False,False,1,monomorphemic,norel
17571,subaltern,['noun'],12,0,12,13.0,False,False,False,0,obscure,norel
17572,niece,['noun'],95,0,95,96.0,False,False,False,1,monomorphemic,norel
17597,canonization,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
17598,bookmaker,['noun'],37,0,37,38.0,False,False,False,1,complex,norel
17599,greaser,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17606,visitor,['noun'],1093,0,1093,1094.0,False,False,False,1,complex,norel
17612,sundial,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
17619,adze,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
17620,tyke,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
17621,sea-shell,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
17625,folder,['noun'],92,0,92,93.0,False,False,False,1,complex,norel
17626,chamberlain,['noun'],85,0,85,86.0,False,False,False,0,obscure,norel
17628,edict,['noun'],36,0,36,37.0,False,False,False,1,monomorphemic,norel
17646,stinger,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
17652,hydrocarbon,['noun'],21,0,21,22.0,False,False,False,1,complex,norel
17656,half-wit,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
17657,duff,['noun'],25,0,25,26.0,False,False,False,1,monomorphemic,norel
17661,causeway,['noun'],46,0,46,47.0,False,False,False,0,obscure,norel
17662,prince,['noun'],696,0,696,697.0,False,False,False,1,monomorphemic,norel
17664,orgy,['noun'],65,0,65,66.0,False,False,False,0,may_include_a_root,norel
17691,typist,['noun'],68,0,68,69.0,False,False,False,1,complex,norel
17692,gunroom,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
17714,chaffinch,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
17715,occupier,['noun'],50,0,50,51.0,False,False,False,1,complex,norel
17721,Yank,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
17725,tank,['noun'],703,0,703,704.0,False,False,False,1,monomorphemic,norel
17727,oboist,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17730,neap,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
17731,lizard,['noun'],79,0,79,80.0,False,False,False,0,may_include_a_root,norel
17734,motorist,['noun'],114,0,114,115.0,False,False,False,2,complex,norel
17735,thank-offering,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17753,pathfinder,['noun'],24,0,24,25.0,False,False,False,2,complex,norel
17755,plimsoll,['noun'],12,0,12,13.0,False,False,False,1,monomorphemic,norel
17758,undergarment,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
17761,waterworks,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
17769,waterfall,['noun'],137,0,137,138.0,False,False,False,2,complex,norel
17772,grapnel,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
17779,chronometer,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
17780,tombstone,['noun'],52,0,52,53.0,False,False,False,1,complex,norel
17788,cloverleaf,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17795,stick-up,['noun'],3,0,3,4.0,False,False,False,1,zero_derivation,norel
17798,diarist,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
17800,sunflower,['noun'],31,0,31,32.0,False,False,False,1,complex,norel
17809,gold-rush,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17810,nightjar,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
17824,banshee,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
17834,tripper,['noun'],49,0,49,50.0,False,False,False,1,complex,norel
17835,holdup,['noun'],19,0,19,20.0,False,False,False,1,zero_derivation,norel
17839,dressing-table,['noun'],59,0,59,60.0,False,False,False,1,complex,norel
17847,tracker,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
17848,bra,['noun'],106,0,106,107.0,False,False,False,1,complex,norel
17849,seed-pearl,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17851,Freemason,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
17852,millilitre,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
17853,burg,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
17858,jester,['noun'],12,0,12,13.0,False,False,False,1,complex,norel
17859,cottontail,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17865,headstone,['noun'],21,0,21,22.0,False,False,False,1,complex,norel
17866,presentiment,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
17874,necropolis,['noun'],1,0,1,2.0,False,False,False,0,may_include_a_root,norel
17875,craftsman,['noun'],131,0,131,132.0,False,False,False,1,complex,norel
17878,sweater,['noun'],266,0,266,267.0,False,False,False,1,complex,norel
17886,tract,['noun'],113,0,113,114.0,False,False,False,1,monomorphemic,norel
17890,crab-apple,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17903,arete,['noun'],23,0,23,24.0,False,False,False,0,undetermined,norel
17913,arbour,['noun'],24,0,24,25.0,False,False,False,0,may_include_a_root,norel
17917,dogmatist,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17918,fort,['noun'],453,0,453,454.0,False,False,False,1,monomorphemic,norel
17920,pavilion,['noun'],84,0,84,85.0,False,False,False,0,obscure,norel
17927,foul-up,['noun'],2,0,2,3.0,False,False,False,1,zero_derivation,norel
17931,daddy,['noun'],347,0,347,348.0,False,False,False,1,complex,norel
17935,sarcophagus,['noun'],23,0,23,24.0,False,False,False,0,may_include_a_root,norel
17938,disciplinarian,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
17942,wingspread,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
17945,bustard,['noun'],23,0,23,24.0,False,False,False,0,may_include_a_root,norel
17955,haycock,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
17958,exporter,['noun'],62,0,62,63.0,False,False,False,1,complex,norel
17966,publican,['noun'],26,0,26,27.0,False,False,False,1,complex,norel
17967,Gurkha,['noun'],14,0,14,15.0,False,False,False,1,monomorphemic,norel
17978,side-glance,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
17984,skit,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
18014,pathologist,['noun'],11,0,11,12.0,False,False,False,1,complex,norel
18015,dinghy,['noun'],51,0,51,52.0,False,False,False,0,may_include_a_root,norel
18017,veranda,['noun'],165,0,165,166.0,False,False,False,1,monomorphemic,norel
18025,magnet,['noun'],52,0,52,53.0,False,False,False,1,monomorphemic,norel
18044,template,['noun'],21,0,21,22.0,False,False,False,0,obscure,norel
18046,hosier,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18051,briquette,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18052,lash-up,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18053,weir,['noun'],26,0,26,27.0,False,False,False,1,monomorphemic,norel
18054,handmaiden,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
18059,bonbon,['noun'],6,0,6,7.0,False,False,False,0,undetermined,norel
18064,cyst,['noun'],6,0,6,7.0,False,False,False,1,monomorphemic,norel
18065,seawall,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
18077,raider,['noun'],52,0,52,53.0,False,False,False,1,complex,norel
18080,insider,['noun'],30,0,30,31.0,False,False,False,1,complex,norel
18082,lungfish,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
18091,curriculum,['noun'],225,0,225,226.0,False,False,False,0,may_include_a_root,norel
18103,wallet,['noun'],137,0,137,138.0,False,False,False,1,monomorphemic,norel
18111,plaza,['noun'],65,0,65,66.0,False,False,False,0,undetermined,norel
18136,pathway,['noun'],50,0,50,51.0,False,False,False,1,complex,norel
18137,redcurrant,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
18138,pint,['noun'],268,0,268,269.0,False,False,False,1,monomorphemic,norel
18140,designer,['noun'],419,0,419,420.0,False,False,False,1,complex,norel
18141,exigency,['noun'],18,0,18,19.0,False,False,False,1,complex,norel
18149,grot,['noun'],3,0,3,4.0,False,False,False,1,monomorphemic,norel
18165,tawse,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
18171,rabbi,['noun'],123,0,123,124.0,False,False,False,0,undetermined,norel
18177,arabesque,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
18178,pointer,['noun'],56,0,56,57.0,False,False,False,1,complex,norel
18180,smoothie,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
18190,killer,['noun'],270,0,270,271.0,False,False,False,1,complex,norel
18192,timepiece,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
18199,peasant,['noun'],629,0,629,630.0,False,False,False,1,monomorphemic,norel
18202,gladiolus,['noun'],12,0,12,13.0,False,False,False,0,may_include_a_root,norel
18204,bookshop,['noun'],104,0,104,105.0,False,False,False,1,complex,norel
18218,aqualung,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
18224,monster,['noun'],377,0,377,378.0,False,False,False,0,may_include_a_root,norel
18246,blacksmith,['noun'],48,0,48,49.0,False,False,False,1,complex,norel
18249,dwelling,['noun'],323,0,323,324.0,False,False,False,1,zero_derivation,norel
18256,cuticle,['noun'],7,0,7,8.0,False,False,False,1,monomorphemic,norel
18264,autocrat,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
18268,plaint,['noun'],9,0,9,10.0,False,False,False,1,monomorphemic,norel
18271,Weltanschauung,['noun'],1,0,1,2.0,False,False,False,0,undetermined,norel
18276,cosmonaut,['noun'],3,0,3,4.0,False,False,False,0,may_include_a_root,norel
18292,tractor,['noun'],191,0,191,192.0,False,False,False,0,obscure,norel
18294,dollop,['noun'],16,0,16,17.0,False,False,False,1,monomorphemic,norel
18298,flyswatter,['noun'],2,0,2,3.0,False,False,False,2,complex,norel
18308,crepitation,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
18316,pail,['noun'],63,0,63,64.0,False,False,False,1,monomorphemic,norel
18317,caseworker,['noun'],6,0,6,7.0,False,False,False,2,complex,norel
18318,time-sheet,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18328,gyro,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
18329,napkin,['noun'],124,0,124,125.0,False,False,False,1,monomorphemic,norel
18330,filly,['noun'],27,0,27,28.0,False,False,False,0,obscure,norel
18335,corrie,['noun'],92,0,92,93.0,False,False,False,0,may_include_a_root,norel
18339,curler,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
18341,delta,['noun'],93,0,93,94.0,False,False,False,1,monomorphemic,norel
18342,curlew,['noun'],13,0,13,14.0,False,False,False,1,monomorphemic,norel
18347,tiddler,['noun'],2,0,2,3.0,False,False,False,0,may_include_a_root,norel
18358,polymath,['noun'],4,0,4,5.0,False,False,False,0,obscure,norel
18361,windbag,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
18362,midriff,['noun'],13,0,13,14.0,False,False,False,1,complex,norel
18377,kernel,['noun'],34,0,34,35.0,False,False,False,1,monomorphemic,norel
18378,stag,['noun'],99,0,99,100.0,False,False,False,1,monomorphemic,norel
18387,doings,['noun'],48,0,48,49.0,False,False,False,1,complex,norel
18388,calendar,['noun'],151,0,151,152.0,False,False,False,1,monomorphemic,norel
18390,puma,['noun'],4,0,4,5.0,False,False,False,1,monomorphemic,norel
18392,snorter,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18398,tux,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
18399,turn-on,['noun'],3,0,3,4.0,False,False,False,1,zero_derivation,norel
18400,foreword,['noun'],22,0,22,23.0,False,False,False,1,complex,norel
18404,tun,['noun'],5,0,5,6.0,False,False,False,1,monomorphemic,norel
18406,tub,['noun'],167,0,167,168.0,False,False,False,1,monomorphemic,norel
18413,stinker,['noun'],10,0,10,11.0,False,False,False,1,complex,norel
18428,scherzo,['noun'],17,0,17,18.0,False,False,False,1,monomorphemic,norel
18438,ballet-dancer,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18446,rancher,['noun'],30,0,30,31.0,False,False,False,1,complex,norel
18451,graveyard,['noun'],79,0,79,80.0,False,False,False,1,complex,norel
18453,codpiece,['noun'],7,0,7,8.0,False,False,False,1,complex,norel
18454,cynosure,['noun'],5,0,5,6.0,False,False,False,0,obscure,norel
18459,overdose,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
18460,odyssey,['noun'],40,0,40,41.0,False,False,False,0,may_include_a_root,norel
18464,codicil,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
18465,guinea-fowl,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
18471,margin,['noun'],261,0,261,262.0,False,False,False,1,monomorphemic,norel
18472,trader,['noun'],131,0,131,132.0,False,False,False,1,complex,norel
18477,shoulder-strap,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
18480,baths,['noun'],92,0,92,93.0,False,False,False,1,zero_derivation,norel
18482,receptacle,['noun'],33,0,33,34.0,False,False,False,0,obscure,norel
18491,ethnologist,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
18498,jackboot,['noun'],8,0,8,9.0,False,False,False,1,complex,norel
18499,scientist,['noun'],1104,0,1104,1105.0,False,False,False,1,complex,norel
18500,pedagogue,['noun'],9,0,9,10.0,False,False,False,0,may_include_a_root,norel
18527,fag-end,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18531,dipper,['noun'],15,0,15,16.0,False,False,False,1,complex,norel
18542,alms-house,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18543,photocopier,['noun'],4,0,4,5.0,False,False,False,3,complex,norel
18559,chamber,['noun'],834,0,834,835.0,False,False,False,0,may_include_a_root,norel
18570,doll,['noun'],447,0,447,448.0,False,False,False,1,monomorphemic,norel
18576,dolt,['noun'],11,0,11,12.0,False,False,False,1,monomorphemic,norel
18584,songstress,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18587,reticule,['noun'],6,0,6,7.0,False,False,False,0,obscure,norel
18589,crouton,['noun'],10,0,10,11.0,False,False,False,0,undetermined,norel
18592,broker,['noun'],114,0,114,115.0,False,False,False,0,obscure,norel
18605,island,['noun'],1632,0,1632,1633.0,False,False,False,0,obscure,norel
18607,smattering,['noun'],18,0,18,19.0,False,False,False,0,obscure,norel
18608,home-farm,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18610,knave,['noun'],15,0,15,16.0,False,False,False,1,monomorphemic,norel
18617,millipede,['noun'],15,0,15,16.0,False,False,False,0,may_include_a_root,norel
18627,dauber,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18629,tycoon,['noun'],67,0,67,68.0,False,False,False,1,monomorphemic,norel
18633,buggy,['noun'],23,0,23,24.0,False,False,False,0,obscure,norel
18638,apotheosis,['noun'],24,0,24,25.0,False,False,False,0,may_include_a_root,norel
18650,suitcase,['noun'],334,0,334,335.0,False,False,False,1,complex,norel
18662,girlfriend,['noun'],70,0,70,71.0,False,False,False,1,complex,norel
18663,lifetime,['noun'],420,0,420,421.0,False,False,False,1,complex,norel
18668,arrowhead,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
18681,rowanberry,['noun'],3,0,3,4.0,False,False,False,1,complex,norel
18683,lapel,['noun'],83,0,83,84.0,False,False,False,1,monomorphemic,norel
18684,tea-tray,['noun'],5,0,5,6.0,False,False,False,1,complex,norel
18688,vertex,['noun'],2,0,2,3.0,False,False,False,1,monomorphemic,norel
18690,zip-fastener,['noun'],1,0,1,2.0,False,False,False,1,complex,norel
18716,liar,['noun'],156,0,156,157.0,False,False,False,1,complex,norel
18717,dining-table,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
18734,bevy,['noun'],39,0,39,40.0,False,False,False,0,obscure,norel
18736,hailstone,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
18743,eremite,['noun'],1,0,1,2.0,False,False,False,0,obscure,norel
18745,bottleneck,['noun'],19,0,19,20.0,False,False,False,1,complex,norel
18746,capillary,['noun'],31,0,31,32.0,False,False,False,0,obscure,norel
18747,tannery,['noun'],9,0,9,10.0,False,False,False,1,complex,norel
18756,gang,['noun'],433,0,433,434.0,False,False,False,1,monomorphemic,norel
18757,pterodactyl,['noun'],5,0,5,6.0,False,False,False,0,may_include_a_root,norel
18758,yearling,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
18761,knitter,['noun'],2,0,2,3.0,False,False,False,1,complex,norel
18762,moneybox,['noun'],4,0,4,5.0,False,False,False,1,complex,norel
18765,lawyer,['noun'],906,0,906,907.0,False,False,False,1,complex,norel
18776,bedfellow,['noun'],17,0,17,18.0,False,False,False,1,complex,norel
18783,sophist,['noun'],28,0,28,29.0,False,False,False,1,complex,norel
18784,vale,['noun'],65,0,65,66.0,False,False,False,1,monomorphemic,norel
18785,surfer,['noun'],14,0,14,15.0,False,False,False,1,complex,norel
18795,tortoise,['noun'],101,0,101,102.0,False,False,False,1,monomorphemic,norel
18796,ichneumon,['noun'],1,0,1,2.0,False,False,False,1,monomorphemic,norel
18797,airport,['noun'],1069,0,1069,1070.0,False,False,False,1,complex,norel
18805,quotient,['noun'],17,0,17,18.0,False,False,False,0,obscure,norel
18809,barker,['noun'],67,0,67,68.0,False,False,False,1,complex,norel
18811,anthill,['noun'],6,0,6,7.0,False,False,False,1,complex,norel
